left_context,delimiter,right_context,label
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 11,0
 2014),;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. §§ ,0
 C.F.R,., §§ 3.,0
. §§ 3,.,"303, 3",0
"303, 3",.,304 (2,0
(2015),.,"



RE",1
r PTSD,.,  For ,1
ranted,.,"

Serv",1
ervice,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 11,0
", 1131",;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,303(a),0
303(a),.,  Esta,1
things,:, (1) a,0
bility,;, (2) i,0
injury,;, and (,0
"hip, i",.,"e., a ",0
"p, i.e",.,", a ne",0
bility,.,  Holt,1
lton v,., Shins,0
 557 F,.,3d 136,0
6 (Fed,., Cir. ,0
d. Cir,., 2009),0
 2009),.,"

Serv",1
ervice,.,  38 C,1
  38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,303(d),0
303(d),.," 

In ",1
equire,:, (1) m,0
dition,;, (2) a,0
ressor,;, and (,0
curred,.,  38 C,1
  38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304(f),0
304(f),.,  A di,1
h 38 C,.,F.R. §,0
38 C.F,.,R. § 4,0
 C.F.R,., § 4.1,0
R. § 4,.,125(a),0
orders,.,  38 C,1
  38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304(f),0
304(f),.,"

The ",1
ecords,.,  See ,1
ohen v,., Brown,0
10 Vet,., App. ,0
t. App,., 128 (,0
(1997),.,  If V,1
"ory""-i",.,"e., cr",0
"y""-i.e",.,", cred",0
ervice,.,"""  See",0
e 38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 1,0
.S.C.A,., § 115,0
154(b),;, see a,0
glio v,., Brown,0
 9 Vet,., App. ,0
t. App,.," 163, ",0
(1996),.,"  If, ",1
ressor,.,  The ,1
ecords,.,  See ,1
10 Vet,., App. ,0
t. App,., at 14,0
146-47,;, see a,0
reau v,., Brown,0
 9 Vet,., App. ,0
t. App,.," 389, ",0
(1996),.,"

Apar",1
", 2010",.,  See ,1
75 Fed,., Reg. ,0
d. Reg,.," 39,84",0
t 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304(f),0
f)(3)),.,  The ,1
ressor,.,  Unde,1
ressor,.,"

When",1
aimant,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 5,0
.S.C.A,., § 510,0
§ 5107,;, see a,0
bert v,., Derwi,0
 1 Vet,., App. ,0
t. App,.," 49, 5",0
(1990),.,  To d,1
 claim,.,  Alem,1
many v,., Brown,0
 9 Vet,., App. ,0
t. App,.," 518, ",0
(1996),.,"

A re",1
lowing,:, in Oc,0
sorder,.,  The ,1
embers,.,  The ,1
embers,.,  Shor,1
d PTSD,.,"

The ",1
ietnam,.,  Foll,1
ietnam,.,  More,1
combat,.,  He t,1
nxiety,.,  He a,1
pulses,.,  Last,1
family,.,  Soci,1
dships,.,"

The ",1
pheres,.,  His ,1
roomed,.,  His ,1
d tone,.,  He d,1
action,.,  His ,1
nation,.,"

The ",1
sorder,.,  The ,1
ressor,.,  The ,1
ervice,.,"

Foll",1
l 2009,.,"

In D",1
y 2005,.,"

In D",1
r PTSD,.,  Howe,1
 angst,.,  Prio,1
th him,.,  Upon,1
attend,.,  This,1
nation,.,"

In D",1
 anger,.,  She ,1
proved,.,"

In M",1
m PTSD,.,  She ,1
ousal),.,  The ,1
 event,.,  Unde,1
trauma,.,  Unde,1
 anger,.,  More,1
gnosis,.,  Last,1
DSM-IV,.," 

In ",1
isease,.,"

The ",1
essors,.,  Thus,1
essary,.,"

The ",1
r PTSD,.,  Firs,1
curred,.,  Seco,1
m PTSD,.,  For ,1
m PTSD,.,  Last,1
litary,.,"

In M",1
m PTSD,.,  In m,1
lowing,:, recur,0
 event,;, recur,0
 event,;, an av,0
trauma,;, or ir,0
 anger,.,  The ,1
ndings,.,  In t,1
ietnam,.,  More,1
ements,.,  In D,1
bility,.,  Due ,1
bative,.,  See ,1
onal v,., Brown,0
 5 Vet,., App. ,0
t. App,.," 458, ",0
ative),.," 

Acc",1
ervice,.,"

In a",1
equire,:, (1) m,0
dition,;, (2) a,0
ressor,;, and (,0
curred,.,  38 C,1
  38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304(f),0
304(f),.,  A di,1
h 38 C,.,F.R. §,0
38 C.F,.,R. § 4,0
 C.F.R,., § 4.1,0
R. § 4,.,125(a),0
orders,.,  38 C,1
  38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304(f),0
304(f),.,"

In t",1
dition,;, (2) t,0
attack,;, and (,0
curred,.,  38 C,1
  38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304(f),0
304(f),.,"

The ",1
ipoise,.,  When,1
aimant,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 5,0
.S.C.A,., § 510,0
§ 5107,;, see a,0
bert v,., Derwi,0
 1 Vet,., App. ,0
t. App,.," 49, 5",0
(1990),.,  Acco,1
en met,.,"


ORD",1
ranted,.," 



_",1
DLEY W,., HENNI,0
ion Nr,:, 16337,0
n Date,:, 08/25,0
e Date,:, 08/31,0
KET NO,.,  07-1,0
"UES

1",.,  Enti,1
(PTSD),.,"

2.  ",1
"D).

2",.,  Enti,1
 (NOS),.,"


REP",1
ted by,:,	Rober,0
bert V,., Chish,0
acie N,., Wesne,0
y 1975,.,"

This",1
 Texas,.,   The,1
r 2007,.,  A tr,1
record,.," 

In ",1
nation,.,  In a,1
n PTSD,.,  The ,1
Court),.,  In D,1
r 38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 1,0
.S.C.A,., § 111,0
§ 1111,.," 

In ",1
ervice,.,  In J,1
pinion,.,  In J,1
idence,.," 

The",1
r 2015,.,  Addi,1
h 2016,.,  In J,1
the RO,.,  Acco,1
stance,.,  See ,1
e 38 C,.,F.R. §,0
38 C.F,.,R. § 2,0
 C.F.R,., § 20.,0
. § 20,.,1304(c,0
(2015),.,"     
",1
iano v,., Princ,0
17 Vet,., App. ,0
t. App,., 305 (,0
(2003),.,  Howe,1
manner,.,"""  Her",0
bert v,., McDon,0
 791 F,.,3d 136,0
7 (Fed,., Cir. ,0
d. Cir,., 2015),0
glas v,., Shins,0
23 Vet,., App. ,0
t. App,.," 19, 2",0
tted)),.,"


FIN",1
"ACT

1",.,  It i,1
ervice,.,"  

2.",1
".  

2",.,  Affo,1
ervice,.,"


CON",1
"LAW

1",.,  The ,1
re met,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 11,0
 2014),;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. §§ ,0
 C.F.R,., §§ 3.,0
. §§ 3,.,"303, 3",0
"303, 3",.,304(f),0
(2015),.,"

2.  ",1
"5).

2",.,  The ,1
re met,., 38 U.,1
. 38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 11,0
 2014),;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,303 (2,0
(2015),.,"

REAS",1
r NOS),.,  The ,1
e duty,.,  He r,1
mptoms,.,  He r,1
s pain,.,  His ,1
jector,.,  The ,1
n 1976,.,  His ,1
tempts,.,  He a,1
ervice,.,"    

",1
on NOS,.,  Esta,1
bility,;, (2) a,0
injury,;, and (,0
bility,.,  Davi,1
dson v,., Shins,0
 581 F,.,3d 131,0
3 (Fed,.,Cir. 2,0
ed.Cir,., 2009),0
 2009),;, Hicks,0
kson v,.," West,",0
12 Vet,., App. ,0
t. App,.," 247, ",0
(1999),.,"  

Es",1
quires,:,  (1) ,0
g PTSD,;, (2) c,0
curred,;, and (,0
ressor,.,  38 C,1
  38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304(f),0
(2015),;, see a,0
ohen v,., Brown,0
10 Vet,., App. ,0
t. App,., 128 (,0
(1997),.,"

A di",1
h 38 C,.,F.R. §,0
38 C.F,.,R. § 4,0
 C.F.R,., § 4.1,0
R. § 4,.,125(a),0
 (DSM),.,  See ,1
e 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304(f),0
(2015),.,  The ,1
 DSM-5,.,  See ,1
80 Fed,., Reg. ,0
d. Reg,., 14308,0
 2015),.,"  

As",1
matter,.,  A ve,1
ervice,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 1,0
.S.C.A,., § 111,0
 2014),;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304(b),0
(2015),.,  Alth,1
sorder,.,  Addi,1
ervice,.,  Thus,1
idence,.,  The ,1
ervice,.,"   

T",1
ervice,.,  Ther,1
e duty,.,  The ,1
 death,.,  The ,1
ipoise,.,  The ,1
gist J,., Smith,0
rother,.,  See ,1
s of J,., Smith,0
"th, Ph",.,D.  Th,0
", Ph.D",.,  The ,1
period,.,  The ,1
ations,.,  See ,1
ohen v,., Brown,0
10 Vet,., App. ,0
t. App,.," 128, ",0
(1997),.,"  

Th",1
gnosis,.,  The ,1
ressor,.,  Howe,1
"on, Dr",., Smith,0
ssness,.,  Dr. ,1
s.  Dr,., Smith,0
r died,.,  The ,1
e past,.,"""  Thu",0
 death,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 5,0
.S.C.A,., § 510,0
107(b),.,  Cons,1
ranted,., See 3,1
e 38 C,.,F.R. §,0
38 C.F,.,R. §§ ,0
 C.F.R,., §§ 3.,0
. §§ 3,.,"303, 3",0
"303, 3",.,304(f),0
304(f),;, see a,0
ohen v,., Brown,0
10 Vet,., App. ,0
t. App,., 128 (,0
(1997),.,"  

Th",1
rother,.,  The ,1
ervice,.,  He s,1
ligion,.,  See ,1
ing Tr,., at 2.,0
. at 2,.,  The ,1
n 1984,.,  The ,1
ienced,.,  See ,1
ayno v,., Brown,0
 6 Vet,., App. ,0
t. App,., 465 (,0
(1994),.,"  

Th",1
t time,.,  Most,1
sorder,.,  See ,1
uation,;, see a,0
Report,.,  Howe,1
 brief,.,  Addi,1
"ly, Dr",., Smith,0
 death,.,  See ,1
n of J,., Smith,0
 Smith,.,  Thus,1
native,.,"  

Af",1
edible,.,  As n,1
istent,.,  In A,1
or him,.,  See ,1
Record,.,  At a,1
ng him,.,"""  See",0
Record,.,  Duri,1
rother,.,  See ,1
Report,.,  The ,1
n 1984,.,  Thus,1
n 1984,.,  At h,1
ervice,.,  See ,1
ing Tr,., at 2-,0
at 2-4,.,  Duri,1
rother,.,  He a,1
rigger,.,  This,1
ith Dr,., Smith,0
ations,.,  In l,1
edible,.,"

Beca",1
the Dr,., Smith,0
miners,.,  The ,1
o 1984,.,  The ,1
ervice,.,  In g,1
corded,.,"  See,",1
"See, e",.,"g., Fo",0
"e, e.g",.,", Foun",0
tain v,., McDon,0
27 Vet,., App. ,0
t. App,.," 258, ",0
(2015),;, Buczy,0
nski v,., Shins,0
24 Vet,., App. ,0
t. App,.," 221, ",0
(2011),.,  In t,1
 by Dr,., Smith,0
sought,.,"""  Apr",0
n of J,., Smith,0
 Smith,.,  Addi,1
eliefs,.,  The ,1
e duty,;, conse,0
etters,.,  For ,1
 value,.,"  

As",1
ranted,.,"  



",1
ranted,.,"

Serv",1
ranted,.,"




_",1
EVEN D,., REISS,0
ion Nr,:, 17219,0
n Date,:, 06/14,0
e Date,:, 06/23,0
KET NO,.,  06-1,0
"S

1",.,  Enti,1
sorder,.,"

2.",1
".

2",.,  Enti,1
atitis,.,"  

",1
ted by,:,  Puer,0
t 1972,.,"

Th",1
e (RO),.,  In A,1
opment,.," 

T",1
viewed,.,  New ,1
r 2016,.,"     ",1
o 38 C,.,F.R. §,0
38 C.F,.,R. § 2,0
 C.F.R,., § 20.,0
. § 20,.,900(c),0
(2016),.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 7,0
.S.C.A,., § 710,0
 2014),.,"


",1
"T

1",.,  A ch,1
ervice,.,"

2.",1
".

2",.,  Chro,1
ervice,.,"


",1
"W

1",.,  A ch,1
ervice,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 11,0
 2014),;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. §§ ,0
 C.F.R,., §§ 3.,0
. §§ 3,.,"102, 3",0
"102, 3",.,"159, 3",0
"159, 3",.,"303, 3",0
"303, 3",.,"307, 3",0
"307, 3",.,309 (2,0
(2016),.,"

2.",1
".

2",.,  Chro,1
ervice,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 11,0
 2014),;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. §§ ,0
 C.F.R,., §§ 3.,0
. §§ 3,.,"102, 3",0
"102, 3",.,"159, 3",0
"159, 3",.,303 (2,0
(2016),.,"


",1
"S

I",., Veter,1
claims,.,  In c,1
rmined,.,  See ,1
gess v,., Nicho,0
19 Vet,., App. ,0
t. App,., 473 (,0
(2006),.,  With,1
tained,.,  More,1
period,.,"  

",1
r 38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 5,0
.S.C.A,., § 510,0
d 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.1,0
R. § 3,.,159.  ,0
 3.159,.,  The ,1
 below,.,"

II",1
"

II",.,  Serv,1
e duty,.,      ,1
ervice,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 11,0
 2014),;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,303 (2,0
(2016),.,  To e,1
t show,:, (1) t,0
bility,;, (2) i,0
injury,;, and (,0
rement,.,  Holt,1
lton v,., Shins,0
 557 F,.,3d 136,0
6 (Fed,., Cir. ,0
d. Cir,., 2009),0
dden v,., Princ,0
 381 F,.,3d 116,0
7 (Fed,., Cir. ,0
d. Cir,., 2004),0
2004)),.,  Unde,1
r 38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 1,0
.S.C.A,., § 115,0
educed,.,  See ,1
ette v,., Brown,0
", 82 F",.,3d 389,0
2 (Fed,.,Cir.19,0
ed.Cir,.,1996).,0
.1996),.,"  

",1
aimant,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 5,0
.S.C.A,., § 510,0
§ 5107,;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. §§ ,0
 C.F.R,., §§ 3.,0
. §§ 3,.,"102, 4",0
"102, 4",.,3; Gil,0
"2, 4.3",;, Gilbe,0
bert v,., Derwi,0
 1 Vet,., App. ,0
t. App,.," 49, 5",0
(1990),.,  To d,1
 claim,.,  Alem,1
many v,., Brown,0
 9 Vet,., App. ,0
t. App,.," 518, ",0
(1996),.,"

Ac",1
bility,.,  His ,1
isions,.,  In t,1
ietnam,.,  His ,1
appeal,.,  In A,1
opment,.,"  

",1
r 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304(f),0
erally,.,  Arzi,1
rzio v,., Shins,0
 602 F,.,3d 134,0
7 (Fed,., Cir. ,0
d. Cir,., 2010),0
 2010),.,  Serv,1
h 38 C,.,F.R. §,0
38 C.F,.,R. § 4,0
 C.F.R,., § 4.1,0
R. § 4,.,125(a),0
125(a),;, a lin,0
ressor,;, and c,0
curred,.,  See ,1
e 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304(f),0
d 38 C,.,F.R. §,0
38 C.F,.,R. § 4,0
 C.F.R,., § 4.1,0
R. § 4,.,125 (r,0
-IV-V),.,"

If",1
ressor,.,"  ""Fea",1
 (IED),;, vehic,0
device,;, incom,0
r fire,;, grena,0
renade,;, small,0
r fire,;, or at,0
horror,.,  38 C,1
  38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304(f),0
(f)(3),.,"

Mo",1
ervice,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 11,0
", 1113",;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. §§ ,0
 C.F.R,., §§ 3.,0
. §§ 3,.,307(a),0
"(a), 3",.,309(a),0
309(a),.,  For ,1
e time,.,  If c,1
 claim,.,  38 C,1
  38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,303(b),0
303(b),;, Walke,0
lker v,., Shins,0
 708 F,.,3d 133,0
1 (Fed,., Cir. ,0
d. Cir,., 2013),0
r 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,309(a),0
09(a)),.,"
In a",1
period,.,  See ,1
mons v,., Shins,0
23 Vet,., App. ,0
t. App,., 1 (20,0
beled),.,  See ,1
ider v,.," West,",0
11 Vet,., App. ,0
t. App,.," 181, ",0
ility),.,"  

",1
eports,.,  This,1
bility,.,  Medi,1
drawal,.,  The ,1
ervice,.,  The ,1
e 1971,.,  In a,1
driver,.,  He d,1
embers,.,  In a,1
essors,.,  As s,1
e duty,.,  See ,1
e 38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 1,0
.S.C.A,., § 115,0
§ 1154,;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304(f),0
304(f),.,"  

",1
essors,.,  The ,1
chosis,.,  See ,1
e 38 C,.,F.R. §,0
38 C.F,.,R. §§ ,0
 C.F.R,., §§ 3.,0
. §§ 3,.,"303, 3",0
"303, 3",.,"307, 3",0
"307, 3",.,309.  ,0
 3.309,.,  The ,1
ervice,.,  In f,1
ervice,.,  Medi,1
bility,.,  Trea,1
injury,.,  In r,1
uation,.,  In a,1
 found,.,  Furt,1
report,.,"  

",1
r 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,309(a),0
bility,.,  Psyc,1
 1980s,.,  And ,1
n 1990,.,  Inde,1
d PTSD,.,  This,1
e duty,.,  See ,1
xson v,., Gober,0
 230 F,.,3d 133,0
3 (Fed,., Cir. ,0
d. Cir,., 2000),0
ction),.,"  

",1
bility,.,  Notw,1
ervice,.,  The ,1
entity,.,  See ,1
e 38 C,.,F.R. §,0
38 C.F,.,R. §§ ,0
 C.F.R,., §§ 3.,0
. §§ 3,.,"303, 3",0
"303, 3",.,"307, 3",0
"307, 3",.,309; s,0
 3.309,;, see a,0
 supra,.,"    
",1
ervice,.,  In t,1
oblems,.,  The ,1
 abuse,.,  The ,1
chosis,.,  And ,1
ervice,.,  This,1
ducted,.,  In t,1
issues,.,  Furt,1
remand,.,  As t,1
 value,.,  See ,1
loom v,.," West,",0
12 Vet,., App. ,0
t. App,.," 185, ",0
inion),.,"  

",1
bility,.,  Thes,1
chosis,.,  None,1
 nexus,.,  More,1
y 2005,.,  Thes,1
gnosis,.,  The ,1
nation,.,  See ,1
 supra,.,  Impo,1
h PTSD,.,  In s,1
ietnam,.,  See ,1
e 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,304(f),0
304(f),.," 

I",1
iculty,.,  He i,1
tation,.,  See ,1
reau v,., Nicho,0
 492 F,.,3d 137,0
2 (Fed,., Cir. ,0
d. Cir,., 2007),0
 2007),.,  Howe,1
edible,.,  The ,1
bserve,.,  It i,1
sional,.,  See ,1
aert v,., Nicho,0
21 Vet,., App. ,0
t. App,.," 456, ",0
(2007),.,  Inde,1
aminer,.,  In w,1
iology,.,  See ,1
 supra,.,"  

",1
denied,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 5,0
.S.C.A,., § 510,0
§ 5107,;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.1,0
R. § 3,.,"102.
",0
 3.102,.,"

Sk",1
 there,.,  In A,1
 final,.,  In t,1
 issue,.,  The ,1
appeal,.,  In J,1
opment,.,  In F,1
cinoma,.,  The ,1
oblems,.,  In t,1
icular,.,  See ,1
 supra,.,"  

",1
ervice,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 3,0
.S.C.A,., § 3.3,0
A. § 3,.,307(a),0
)(iii),.,  In s,1
n 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,309(e),0
309(e),.,  The ,1
 there,.,  Howe,1
r 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,309(e),0
ipomas,.,  As s,1
appeal,.,  The ,1
n 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,309(a),0
309(a),.,  Neve,1
 claim,.,  38 C,1
  38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,303; C,0
 3.303,;, Combe,0
mbee v,., Brown,0
", 34 F",.,3d 103,0
2 (Fed,., Cir. ,0
d. Cir,., 1994),0
 1994),;, Ramey,0
amey v,., Brown,0
 9 Vet,., App. ,0
t. App,.," 40, 4",0
(1996),.,"

Th",1
eports,.,  This,1
atitis,.,  In f,1
r 2016,.,  The ,1
ervice,.,  A Ma,1
implex,.,"  

",1
ervice,.,  See ,1
e 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,303.  ,0
 3.303,.,  The ,1
ervice,.,  The ,1
oblems,.,  The ,1
juries,.,  And ,1
bility,.,  Furt,1
bility,.,  A Ja,1
normal,.,  Skin,1
 1980s,.,  And ,1
n 1990,.,  Inde,1
 scalp,.,  This,1
e duty,.,  See ,1
 supra,.,  Thus,1
bility,.,  The ,1
ervice,.,  The ,1
entity,.,  See ,1
e 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,303.  ,0
 3.303,.,"    
",1
ervice,.,  The ,1
r 2016,.,  In t,1
atitis,.,  See ,1
Barr v,., Nicho,0
21 Vet,., App. ,0
t. App,.," 303, ",0
duced),.,  Purs,1
record,.,  See ,1
lvin v,., Derwi,0
 1 Vet,., App. ,0
t. App,., 171 (,0
eport),.,"  

",1
 years,.,"""  The",0
 years,.,  On e,1
e ears,.,  The ,1
trunk[,.,"]""  In",0
ervice,.,  In s,1
rvice[,.,"]""  Th",0
atitis,.,  See ,1
e 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,303.  ,0
 3.303,.,  The ,1
ducted,.,  In t,1
oblems,.,  Furt,1
quests,.,  As t,1
 value,.,  See ,1
 supra,.,"  

",1
posure,.,  He i,1
rashes,.,  See ,1
 supra,.,  Howe,1
edible,.,  The ,1
bserve,.,  It i,1
sional,.,  See ,1
 supra,.,  Inde,1
aminer,.,  Thus,1
iology,.,  See ,1
 supra,.,"   
",1
denied,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. § 5,0
.S.C.A,., § 510,0
§ 5107,;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.1,0
R. § 3,.,"102.
",0
 3.102,.,"


",1
denied,.,"  

",1
denied,.,"  

",1
ISTI L,.," GUNN",0
ion Nr,:, 17092,0
n Date,:, 03/24,0
e Date,:, 04/07,0
KET NO,.,  07-0,0
(PTSD),.,"


",1
ted by,:,	Eric ,0
Eric A,.," Gang,",0
"D

P",.,S. Rub,0
"

P.S",., Rubin,0
 the U,.,S. Mar,0
he U.S,., Marin,0
 the U,.,S. Air,0
he U.S,., Air F,0
r 1985,.,  He a,1
o 1995,.,"  

",1
fornia,.,  Juri,1
rginia,.,  That,1
 Board,.,"   
",1
 Board,.,"   
",1
r PTSD,.,  The ,1
Court),.,"  

",1
otion),.,"  

",1
opment,.,  The ,1
ration,.,"  

",1
"T

1",.,  Ther,1
ietnam,.,  Thes,1
arines,.,"

2.",1
".

2",.,  Ther,1
ietnam,.,"


",1
ervice,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 11,0
 2014),;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. §§ ,0
 C.F.R,., §§ 3.,0
. §§ 3,.,"102, 3",0
"102, 3",.,"159, 3",0
"159, 3",.,"303, 3",0
"303, 3",.,304(f),0
"(f), 3",.,"310, 4",0
"310, 4",.,125(a),0
(2016),.,"


",1
"N

I",.,  VA's,1
nefits,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 51,0
 2014),;, Honor,0
"2, Pub",., L. No,0
Pub. L,., No. 1,0
 L. No,., 112-1,0
6 Stat,.," 1165,",0
191-93,;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. §§ ,0
 C.F.R,., §§ 3.,0
. §§ 3,.,"102, 3",0
"102, 3",.,156(a),0
"(a), 3",.,"159, 3",0
"159, 3",.,326(a),0
(2015),.,  The ,1
e PTSD,.,  Howe,1
l 2006,.,  Also,1
essors,.,"  

",1
appeal,.,  Bern,1
nard v,., Brown,0
 4 Vet,., App. ,0
t. App,.," 384, ",0
(1993),.,"  

",1
"

II",.,  Serv,1
ervice,.,  38 U,1
  38 U,.,S.C.A.,0
38 U.S,.,C.A. §,0
 U.S.C,.,A. §§ ,0
.S.C.A,., §§ 11,0
", 1131",;, 38 C.,0
; 38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,303(a),0
303(a),.,  In a,1
ervice,.,   38 ,1
  38 C,.,F.R. §,0
38 C.F,.,R. § 3,0
 C.F.R,., § 3.3,0
R. § 3,.,303(d),0
303(d),.,   See,1
mbee v,., Brown,0
", 34 F",.,3d 103,0
3 (Fed,., Cir. ,0
d. Cir,., 1994),0
 1994),.,  As a,1
howing,:, (1) t,0
bility,;, (2) i,0
injury,;, and (,0
rement,.,  Holt,1
lton v,., Shins,0
 557 F,.,3d 136,0
6 (Fed,., Cir. ,0
d. Cir,., 2009),0
dden v,., Princ,0
 381 F,.,3d 116,0
7 (Fed,., Cir. ,0
d. Cir,., 2004),0
